Time,Vph(A),Vph(B),Vph(C),Vab,Vbc,Vca,Iph(A),Iph(B),Iph(C),Ptotal,Qtotal,P.F.total,Pph(A),Pph(B),Pph(C),Qph(A),Qph(B),Qph(C),P.F(A),P.F(B),P.F(C),Frequency,Sph(A),Sph(B),Sph(C),Stotal
0:42:8,17.66,246.30,298.60,161.80,273.20,161.60,100.30,131.50,178.30,19.930,1952.820,250.40,56.40,146.70,269.10,282.60,199.80,139.30,86.90,93.10,43.00,221.70,87.00,124.50,108.30,2377.51
0:42:13,17.66,246.30,298.60,161.80,273.20,161.60,100.30,131.50,178.30,19.930,1952.820,250.40,56.40,146.70,269.10,282.60,199.80,139.30,86.90,93.10,43.00,221.70,220.90,48.20,59.10,2876.47
0:42:18,19.67,251.20,154.80,242.90,231.20,42.10,167.70,192.50,22.40,6080.800,4697.830,96.20,127.90,111.60,71.20,286.00,275.90,104.90,136.10,151.00,43.00,221.70,220.90,48.20,59.10,2876.47
0:42:23,19.67,251.20,154.80,242.90,231.20,42.10,167.70,192.50,22.40,6080.800,4697.830,96.20,127.90,111.60,71.20,286.00,275.90,104.90,136.10,151.00,172.30,109.10,211.00,292.40,288.00,1291.31
0:42:28,24.19,269.80,115.70,2.20,164.80,126.40,72.10,244.80,207.00,5336.410,3377.890,156.70,229.10,76.50,188.40,226.90,291.50,104.90,136.10,151.00,172.30,109.10,211.00,292.40,288.00,1291.31
0:42:33,24.19,269.80,115.70,2.20,164.80,126.40,72.10,244.80,207.00,5336.410,3377.890,156.70,229.10,76.50,188.40,226.90,291.50,253.80,108.90,275.60,60.30,188.20,17.50,61.90,216.30,6007.59
0:42:38,1.29,8.80,201.90,164.70,146.20,151.30,97.20,210.10,142.20,715.630,1689.310,36.60,169.90,9.60,101.50,226.90,291.50,253.80,108.90,275.60,60.30,188.20,17.50,61.90,216.30,6007.59
0:42:43,1.29,8.80,201.90,164.70,146.20,151.30,97.20,210.10,142.20,715.630,1689.310,36.60,169.90,9.60,101.50,249.00,107.90,80.50,31.70,126.80,129.40,146.30,49.20,289.40,108.80,1859.56
0:42:48,13.60,265.70,45.50,207.60,296.50,154.50,137.10,198.50,30.30,2812.880,1345.820,55.70,169.90,9.60,101.50,249.00,107.90,80.50,31.70,126.80,129.40,146.30,49.20,289.40,108.80,1859.56
0:42:53,13.60,265.70,45.50,207.60,296.50,154.50,137.10,198.50,30.30,2812.880,1345.820,55.70,138.50,183.40,202.00,169.30,270.70,20.40,153.50,194.90,220.00,6.00,194.50,162.10,217.00,2701.22
0:42:58,5.54,129.00,90.80,276.30,16.50,108.60,135.10,145.10,286.00,5367.000,1345.820,55.70,138.50,183.40,202.00,169.30,270.70,20.40,153.50,194.90,220.00,6.00,194.50,162.10,217.00,2701.22
0:43:3,5.54,129.00,90.80,276.30,16.50,108.60,135.10,145.10,286.00,5367.000,2959.930,219.70,37.70,148.50,141.80,62.20,237.80,107.00,106.00,286.40,5.90,116.00,278.70,127.60,162.80,1648.48
0:43:8,21.53,74.60,262.10,223.10,205.50,142.70,193.60,88.50,139.80,5367.000,2959.930,219.70,37.70,148.50,141.80,62.20,237.80,107.00,106.00,286.40,5.90,116.00,278.70,127.60,162.80,1648.48
0:43:13,21.53,74.60,262.10,223.10,205.50,142.70,193.60,88.50,139.80,1981.130,316.970,190.80,189.10,135.70,267.40,144.60,75.60,182.00,188.70,43.00,47.30,113.80,53.20,296.90,174.70,1959.36
0:43:18,19.61,72.50,132.80,176.00,273.60,186.00,249.30,178.90,139.80,1981.130,316.970,190.80,189.10,135.70,267.40,144.60,75.60,182.00,188.70,43.00,47.30,113.80,53.20,296.90,174.70,1959.36
0:43:23,19.61,72.50,132.80,176.00,273.60,186.00,249.30,178.90,67.10,3646.470,823.620,205.80,285.10,24.10,161.20,160.60,204.20,140.80,182.40,290.90,102.20,281.20,217.50,245.80,214.70,6163.77
0:43:28,8.77,177.50,171.10,133.50,295.60,186.00,249.30,178.90,67.10,3646.470,823.620,205.80,285.10,24.10,161.20,160.60,204.20,140.80,182.40,290.90,102.20,281.20,217.50,245.80,214.70,6163.77
0:43:33,8.77,177.50,171.10,133.50,295.60,240.00,145.00,22.20,162.70,5358.880,1977.460,272.90,269.80,215.00,61.20,242.20,133.10,52.40,161.90,203.10,130.90,157.50,202.70,102.70,19.20,7483.94
0:43:38,25.88,47.30,171.10,133.50,295.60,240.00,145.00,22.20,162.70,5358.880,1977.460,272.90,269.80,215.00,61.20,242.20,133.10,52.40,161.90,203.10,130.90,157.50,202.70,102.70,19.20,7483.94
0:43:43,25.88,47.30,168.40,82.10,124.90,246.50,155.10,220.80,121.70,6536.630,7514.020,3.30,224.60,118.90,66.90,72.40,161.40,13.30,47.80,103.50,251.70,9.10,43.80,238.60,215.80,4962.34
0:43:48,25.88,47.30,168.40,82.10,124.90,246.50,155.10,220.80,121.70,6536.630,7514.020,3.30,224.60,118.90,66.90,72.40,161.40,13.30,47.80,103.50,251.70,9.10,43.80,238.60,215.80,4962.34
0:43:53,12.94,44.30,293.60,151.10,278.90,165.20,22.90,36.20,234.20,6341.900,1239.600,176.40,296.70,54.30,274.10,179.30,85.50,43.10,44.40,13.20,242.40,197.70,140.70,100.20,297.70,7619.62
0:43:58,12.94,44.30,293.60,151.10,278.90,165.20,22.90,36.20,234.20,6341.900,1239.600,176.40,296.70,54.30,274.10,179.30,85.50,43.10,44.40,13.20,242.40,197.70,140.70,100.20,297.70,7622.87
0:44:3,3.43,11.00,98.00,67.10,142.60,135.50,152.50,193.40,168.30,6293.870,2918.440,144.80,19.70,103.30,163.20,83.50,38.70,258.80,264.80,145.30,196.60,52.00,297.00,100.20,297.70,7622.87
0:44:8,3.43,11.00,98.00,67.10,142.60,135.50,152.50,193.40,168.30,6293.870,2918.440,144.80,19.70,103.30,163.20,83.50,38.70,258.80,264.80,145.30,196.60,52.00,297.00,290.00,181.20,789.47
0:44:13,21.55,47.70,87.00,41.00,61.70,272.70,122.00,282.20,166.10,2500.940,4924.140,7.90,81.00,125.00,198.40,257.50,127.60,48.10,213.10,247.50,36.90,289.50,297.00,290.00,181.20,789.47
0:44:18,21.55,47.70,87.00,41.00,61.70,272.70,122.00,282.20,166.10,2500.940,4924.140,7.90,81.00,125.00,198.40,257.50,127.60,48.10,213.10,247.50,36.90,289.50,188.10,115.00,58.20,6708.11
0:44:23,1.69,190.10,207.80,145.40,169.10,79.00,75.20,85.90,56.20,6915.360,4611.630,154.20,52.10,149.40,46.70,87.20,109.70,13.30,101.10,136.90,148.20,34.80,188.10,115.00,58.20,6708.11
0:44:28,1.69,190.10,207.80,145.40,169.10,79.00,75.20,85.90,56.20,6915.360,4611.630,154.20,52.10,149.40,46.70,87.20,109.70,13.30,101.10,136.90,148.20,34.80,149.50,292.10,4.50,6102.81
0:44:33,24.14,63.70,250.80,69.40,57.00,27.30,199.00,226.00,159.80,2533.680,3124.050,58.60,78.20,285.40,76.80,92.40,226.90,151.70,21.40,146.90,268.90,140.10,149.50,292.10,4.50,6102.81
0:44:38,24.14,63.70,250.80,69.40,57.00,27.30,199.00,226.00,159.80,2533.680,3124.050,58.60,78.20,285.40,76.80,92.40,226.90,151.70,21.40,146.90,268.90,140.10,284.50,187.50,24.90,5867.38
0:44:43,15.99,270.00,199.60,252.20,63.40,96.70,234.70,183.40,151.00,3765.800,7677.470,88.70,52.50,188.30,277.70,26.80,280.80,290.50,96.60,235.10,165.00,292.60,284.50,187.50,24.90,5867.38
0:44:48,15.99,270.00,199.60,252.20,63.40,96.70,234.70,183.40,151.00,3765.800,7677.470,88.70,52.50,188.30,277.70,26.80,280.80,290.50,96.60,235.10,165.00,292.60,152.70,15.30,87.10,252.75
0:44:53,4.90,233.20,259.40,268.70,157.80,266.50,295.70,170.90,129.30,2273.280,7129.470,222.70,2.20,51.20,150.30,85.00,204.70,18.40,254.90,148.40,143.40,98.40,152.70,15.30,87.10,252.75
0:44:58,4.90,233.20,259.40,268.70,157.80,266.50,295.70,170.90,129.30,2273.280,7129.470,222.70,2.20,51.20,150.30,85.00,204.70,18.40,254.90,148.40,143.40,98.40,229.80,90.70,211.80,6165.31
0:45:3,13.83,29.60,247.30,46.60,245.20,50.90,118.40,77.90,281.80,5454.080,6674.850,61.80,159.30,284.90,172.50,162.00,256.90,245.60,76.20,278.90,3.80,234.20,229.80,90.70,211.80,6165.31
0:45:8,13.83,29.60,247.30,46.60,245.20,50.90,118.40,77.90,281.80,5454.080,6674.850,61.80,159.30,284.90,172.50,162.00,256.90,245.60,76.20,278.90,3.80,234.20,130.20,194.20,287.30,5146.93
0:45:13,7.72,174.80,9.60,138.90,94.00,205.00,30.60,196.20,146.50,5759.190,3015.170,137.40,204.70,237.20,118.90,182.20,84.20,254.00,2.30,254.60,124.70,206.80,130.20,194.20,287.30,5146.93
0:45:18,7.72,174.80,9.60,138.90,94.00,205.00,30.60,196.20,146.50,5759.190,3015.170,137.40,204.70,237.20,118.90,182.20,84.20,254.00,2.30,254.60,124.70,206.80,163.00,238.60,267.40,5961.96
0:45:23,17.19,280.00,175.10,182.00,294.60,25.00,90.00,211.60,204.90,6463.210,3993.790,138.20,214.30,260.40,99.00,45.10,119.80,94.70,12.20,107.80,132.90,202.10,163.00,238.60,267.40,5961.96
0:45:28,17.19,280.00,175.10,182.00,294.60,25.00,90.00,211.60,204.90,6463.210,3993.790,138.20,214.30,260.40,99.00,45.10,119.80,94.70,12.20,107.80,132.90,202.10,90.10,16.40,50.70,1400.69
0:45:33,1.29,133.80,52.40,196.30,98.60,241.40,297.40,66.00,48.70,741.310,2384.560,239.20,144.20,189.20,219.10,109.70,224.80,140.60,293.10,249.60,154.60,27.40,90.10,16.40,50.70,1400.69
0:45:38,1.29,133.80,52.40,196.30,98.60,241.40,297.40,66.00,48.70,741.310,2384.560,239.20,144.20,189.20,219.10,109.70,224.80,140.60,293.10,249.60,154.60,27.40,46.60,288.70,273.70,3430.87
0:45:43,20.11,284.10,102.70,138.50,131.70,158.30,109.70,15.90,113.50,4053.100,4215.480,187.50,264.60,155.70,111.30,226.40,196.40,47.90,109.90,287.60,154.60,27.40,46.60,288.70,273.70,3430.87
0:45:48,20.11,284.10,102.70,138.50,131.70,158.30,109.70,15.90,113.50,4053.100,4215.480,187.50,264.60,155.70,111.30,226.40,196.40,47.90,109.90,287.60,7.70,57.50,30.20,22.50,153.40,5952.85
0:45:53,28.57,170.40,241.20,79.80,66.50,271.60,240.30,18.30,243.20,2814.330,3519.990,213.40,213.50,122.60,52.10,31.10,230.10,47.90,109.90,287.60,7.70,57.50,30.20,22.50,153.40,5952.85
0:45:58,28.57,170.40,241.20,79.80,66.50,271.60,240.30,18.30,243.20,2814.330,3519.990,213.40,213.50,122.60,52.10,31.10,230.10,40.80,123.60,69.50,113.70,93.40,57.10,272.20,261.00,3764.19
0:46:3,26.42,293.30,109.80,62.60,116.20,176.20,17.10,85.90,213.90,1818.630,4152.450,73.90,77.40,110.60,83.40,31.10,230.10,40.80,123.60,69.50,113.70,93.40,57.10,272.20,261.00,3764.19
0:46:8,26.42,293.30,109.80,62.60,116.20,176.20,17.10,85.90,213.90,1818.630,4152.450,73.90,77.40,110.60,83.40,177.90,64.70,114.10,44.90,86.80,293.90,187.90,88.50,184.70,61.90,3229.86
0:46:13,24.38,77.90,270.00,114.30,228.40,117.70,275.20,254.10,4.30,2655.250,4733.060,101.30,77.40,110.60,83.40,177.90,64.70,114.10,44.90,86.80,293.90,187.90,88.50,184.70,61.90,3229.86
0:46:18,24.38,77.90,270.00,114.30,228.40,117.70,275.20,254.10,4.30,2655.250,4733.060,101.30,112.70,134.00,107.60,72.60,254.30,194.40,260.50,141.80,269.90,174.50,282.50,106.70,47.30,5070.33
0:46:23,29.72,140.50,285.10,97.00,91.20,212.30,289.70,279.70,252.80,3697.180,6837.380,101.30,112.70,134.00,107.60,72.60,254.30,194.40,260.50,141.80,269.90,174.50,282.50,106.70,47.30,5070.33
0:46:28,29.72,140.50,285.10,97.00,91.20,212.30,289.70,279.70,252.80,3697.180,6851.790,3.10,68.40,35.70,148.60,288.40,220.40,115.60,81.40,65.70,143.70,177.30,261.20,58.60,299.40,4354.98
0:46:33,24.52,81.80,130.70,75.20,35.20,32.60,49.50,116.50,116.40,3697.180,6851.790,3.10,68.40,35.70,148.60,288.40,220.40,115.60,81.40,65.70,143.70,177.30,261.20,58.60,299.40,4354.98
0:46:38,24.52,81.80,130.70,75.20,35.20,32.60,49.50,116.50,116.40,5815.640,2254.490,113.80,69.80,265.40,235.30,79.10,108.30,67.50,60.20,78.70,294.80,137.00,26.40,298.60,228.40,3180.42
0:46:43,15.85,127.00,274.40,84.20,72.70,299.50,12.50,220.70,116.40,5815.640,2254.490,113.80,69.80,265.40,235.30,79.10,108.30,67.50,60.20,78.70,294.80,137.00,26.40,298.60,228.40,3180.42
0:46:48,15.85,127.00,274.40,84.20,72.70,299.50,12.50,220.70,178.20,7140.840,4411.170,171.40,266.10,117.90,91.90,61.30,83.40,217.00,131.20,159.60,63.90,283.50,141.60,181.00,252.00,6997.01
0:46:53,29.85,71.20,161.20,235.60,18.00,299.50,12.50,220.70,178.20,7140.840,4411.170,171.40,266.10,117.90,91.90,61.30,83.40,217.00,131.20,159.60,63.90,283.50,141.60,181.00,252.00,6997.01
0:46:58,29.85,71.20,161.20,235.60,18.00,89.70,281.70,280.40,132.90,4059.660,7612.520,195.30,287.30,24.10,184.90,266.50,135.70,67.60,290.00,41.70,93.70,126.80,71.00,221.00,228.00,7668.67
0:47:3,17.27,181.60,109.10,235.60,18.00,89.70,281.70,280.40,132.90,4059.660,7612.520,195.30,287.30,24.10,184.90,266.50,135.70,67.60,290.00,41.70,93.70,126.80,71.00,221.00,228.00,7668.67
0:47:8,17.27,181.60,109.10,33.20,43.40,60.40,209.50,31.70,224.20,3536.140,6669.230,26.60,176.40,1.40,3.10,229.30,201.50,63.20,275.80,90.90,18.60,7.90,287.70,66.10,82.10,36.19
0:47:13,17.27,181.60,109.10,33.20,43.40,60.40,209.50,31.70,224.20,3536.140,6669.230,26.60,176.40,1.40,3.10,229.30,201.50,63.20,275.80,90.90,18.60,7.90,287.70,66.10,82.10,36.19
0:47:18,14.93,61.90,51.80,129.90,161.30,155.40,141.20,180.40,287.20,3631.160,878.620,51.40,179.80,251.00,261.20,42.20,91.00,143.80,99.20,228.50,141.10,0.20,219.00,298.00,232.20,7547.23
0:47:23,14.93,61.90,51.80,129.90,161.30,155.40,141.20,180.40,287.20,3631.160,878.620,51.40,179.80,251.00,261.20,42.20,91.00,143.80,99.20,228.50,141.10,0.20,219.00,298.00,232.20,7527.57
0:47:28,13.22,134.10,128.70,117.50,94.70,111.30,211.00,243.80,24.50,3869.400,4288.120,278.10,256.10,221.60,84.90,173.10,106.30,78.70,247.90,99.00,59.30,259.50,1.70,298.00,232.20,7527.57
0:47:33,13.22,134.10,128.70,117.50,94.70,111.30,211.00,243.80,24.50,3869.400,4288.120,278.10,256.10,221.60,84.90,173.10,106.30,78.70,247.90,99.00,59.30,259.50,1.70,109.10,28.40,2096.96
0:47:38,5.34,45.20,67.20,265.30,44.50,23.10,77.50,74.70,252.30,6836.390,6951.480,261.30,272.80,1.20,180.60,172.40,141.20,11.80,177.70,163.10,267.90,27.70,1.70,109.10,28.40,2096.96
0:47:43,5.34,45.20,67.20,265.30,44.50,23.10,77.50,74.70,252.30,6836.390,6951.480,261.30,272.80,1.20,180.60,172.40,141.20,11.80,177.70,163.10,267.90,27.70,122.20,131.50,159.40,569.37
0:47:48,2.71,250.50,130.60,137.20,34.00,51.20,231.70,211.30,23.50,3037.880,6029.330,296.50,65.10,220.60,297.20,183.60,54.50,173.80,252.10,165.00,97.50,245.50,122.20,131.50,159.40,569.37
0:47:53,2.71,250.50,130.60,137.20,34.00,51.20,231.70,211.30,23.50,3037.880,6029.330,296.50,65.10,220.60,297.20,183.60,54.50,173.80,252.10,165.00,97.50,245.50,182.10,169.50,54.10,933.63
0:47:58,25.16,107.10,228.90,31.00,173.60,167.30,242.80,52.80,234.70,2810.400,6131.780,255.70,204.00,13.30,190.80,266.80,222.90,225.10,272.60,46.60,209.20,137.10,182.10,169.50,54.10,933.63
0:48:3,25.16,107.10,228.90,31.00,173.60,167.30,242.80,52.80,234.70,2810.400,6131.780,255.70,204.00,13.30,190.80,266.80,222.90,225.10,272.60,46.60,209.20,137.10,297.20,252.40,247.50,4919.94
0:48:8,22.52,280.40,286.60,234.00,155.20,285.10,70.70,120.40,107.50,3379.760,3323.340,188.30,161.80,242.60,111.30,184.80,25.50,89.20,288.10,106.10,236.30,10.50,297.20,252.40,247.50,4919.94
0:48:13,22.52,280.40,286.60,234.00,155.20,285.10,70.70,120.40,107.50,3379.760,3323.340,188.30,161.80,242.60,111.30,184.80,25.50,89.20,288.10,106.10,236.30,10.50,52.30,32.60,232.20,4386.71
0:48:18,27.31,40.00,199.50,293.30,258.70,97.60,234.40,56.30,2.00,30.150,316.600,126.50,9.40,119.20,71.30,83.00,124.40,69.30,222.60,286.90,186.90,25.50,52.30,32.60,232.20,4386.71
0:48:23,27.31,40.00,199.50,293.30,258.70,97.60,234.40,56.30,2.00,30.150,316.600,126.50,9.40,119.20,71.30,83.00,124.40,69.30,222.60,286.90,186.90,25.50,293.40,287.60,138.30,7130.92
0:48:28,27.56,113.80,13.40,207.40,136.70,189.10,139.70,277.20,9.00,1462.480,1300.490,37.60,0.20,257.80,173.40,81.30,157.50,11.30,180.50,259.90,273.30,293.10,293.40,287.60,138.30,7130.92
0:48:33,27.56,113.80,13.40,207.40,136.70,189.10,139.70,277.20,9.00,1462.480,1300.490,37.60,0.20,257.80,173.40,81.30,157.50,11.30,180.50,259.90,273.30,293.10,3.70,207.10,96.90,262.46
0:48:38,1.63,243.20,279.60,291.10,264.00,142.20,279.30,250.40,19.00,2504.520,6576.990,162.70,237.30,86.10,24.70,246.30,294.50,222.50,81.60,34.40,245.90,125.20,3.70,207.10,96.90,262.46
0:48:43,1.63,243.20,279.60,291.10,264.00,142.20,279.30,250.40,19.00,2504.520,6576.990,162.70,237.30,86.10,24.70,246.30,294.50,222.50,81.60,34.40,245.90,125.20,247.40,85.80,198.20,7296.14
0:48:48,8.57,205.00,120.00,66.10,10.90,195.10,244.60,227.80,115.70,522.640,2986.210,95.70,208.90,190.40,61.60,155.80,181.40,223.50,51.60,74.40,127.20,30.80,247.40,85.80,198.20,7296.14
0:48:53,8.57,205.00,120.00,66.10,10.90,195.10,244.60,227.80,115.70,522.640,2986.210,95.70,208.90,190.40,61.60,155.80,181.40,223.50,51.60,74.40,127.20,30.80,110.80,175.80,81.70,3179.95
0:48:58,3.02,60.40,297.40,237.50,129.30,21.70,161.30,272.40,174.90,780.230,2081.280,5.70,0.70,31.80,288.80,160.50,295.00,262.90,163.00,127.10,263.50,207.20,110.80,175.80,81.70,3179.95
0:49:3,3.02,60.40,297.40,237.50,129.30,21.70,161.30,272.40,174.90,780.230,2081.280,5.70,0.70,31.80,288.80,160.50,295.00,262.90,163.00,127.10,263.50,207.20,195.00,288.70,22.50,7588.18
0:49:8,3.08,76.00,291.30,98.90,0.20,271.10,230.30,182.70,124.00,6736.050,6448.490,27.40,199.00,256.30,4.80,251.50,171.30,162.40,234.80,169.40,263.50,207.20,195.00,288.70,22.50,7588.18
0:49:13,3.08,76.00,291.30,98.90,0.20,271.10,230.30,182.70,124.00,6736.050,6448.490,27.40,199.00,256.30,4.80,251.50,171.30,162.40,234.80,169.40,114.50,169.80,58.10,225.10,196.40,5718.00
0:49:18,22.36,184.70,155.20,205.90,155.30,260.30,29.40,64.90,89.40,4063.170,7135.730,66.80,102.90,171.50,265.40,244.90,245.00,162.40,234.80,169.40,114.50,169.80,58.10,225.10,196.40,5718.00
0:49:23,22.36,184.70,155.20,205.90,155.30,260.30,29.40,64.90,89.40,4063.170,7135.730,66.80,102.90,171.50,265.40,244.90,245.00,112.80,173.40,231.40,262.40,113.40,21.60,43.60,299.10,1308.08
0:49:28,2.77,92.40,196.00,106.80,204.40,138.00,192.60,211.10,237.10,130.420,1358.720,170.00,172.90,82.00,137.50,244.90,245.00,112.80,173.40,231.40,262.40,113.40,21.60,43.60,299.10,1308.08
0:49:33,2.77,92.40,196.00,106.80,204.40,138.00,192.60,211.10,237.10,130.420,1358.720,170.00,172.90,82.00,137.50,142.10,0.70,63.00,130.60,51.30,255.80,168.30,259.20,76.20,151.10,6595.79
0:49:38,6.99,135.30,52.50,120.50,65.50,212.80,295.30,99.70,117.70,4804.000,5298.220,172.60,111.40,82.00,137.50,142.10,0.70,63.00,130.60,51.30,255.80,168.30,259.20,76.20,151.10,6595.79
0:49:43,6.99,135.30,52.50,120.50,65.50,212.80,295.30,99.70,117.70,4804.000,5298.220,172.60,111.40,220.90,139.30,37.50,223.00,89.60,240.90,130.00,49.20,32.80,289.70,274.30,85.70,2426.97
0:49:48,6.18,18.00,43.90,147.80,1.60,167.80,266.10,264.30,271.60,4485.620,1063.980,172.60,111.40,220.90,139.30,37.50,223.00,89.60,240.90,130.00,49.20,32.80,289.70,274.30,85.70,2426.97
0:49:53,6.18,18.00,43.90,147.80,1.60,167.80,266.10,264.30,271.60,4485.620,1068.380,218.10,115.90,70.20,204.20,102.20,138.60,155.80,132.10,156.00,150.30,89.30,243.90,30.10,247.10,7081.34
0:49:58,22.07,80.80,78.20,286.00,191.80,234.30,131.70,61.00,277.70,1940.980,1068.380,218.10,115.90,70.20,204.20,102.20,138.60,155.80,132.10,156.00,150.30,89.30,243.90,30.10,247.10,7081.34
0:50:3,22.07,80.80,78.20,286.00,191.80,234.30,131.70,61.00,277.70,1951.770,3170.060,183.20,13.20,40.90,94.20,227.70,288.10,163.60,146.50,129.00,32.40,85.90,156.70,183.80,187.30,7343.28
0:50:8,29.56,278.50,63.40,85.10,21.20,85.70,107.40,83.50,277.70,1951.770,3170.060,183.20,13.20,40.90,94.20,227.70,288.10,163.60,146.50,129.00,32.40,85.90,156.70,183.80,187.30,7343.28
0:50:13,29.56,278.50,63.40,85.10,21.20,85.70,107.40,83.50,171.50,775.050,5623.770,235.90,184.00,290.60,2.10,222.70,214.90,16.80,142.20,39.40,286.70,21.80,274.40,59.90,254.30,2624.54
0:50:18,16.77,216.20,4.10,29.10,85.60,78.40,107.40,83.50,171.50,775.050,5623.770,235.90,184.00,290.60,2.10,222.70,214.90,16.80,142.20,39.40,286.70,21.80,274.40,59.90,254.30,2624.54
0:50:23,16.77,216.20,4.10,29.10,85.60,78.40,245.10,149.70,136.80,2661.020,5353.340,226.80,191.50,254.70,215.40,215.60,88.80,183.30,126.30,160.10,88.20,179.30,195.50,44.60,63.30,3067.30
0:50:28,22.17,12.80,189.30,29.10,85.60,78.40,245.10,149.70,136.80,2661.020,5353.340,226.80,191.50,254.70,215.40,215.60,88.80,183.30,126.30,160.10,88.20,179.30,195.50,44.60,63.30,3067.30
0:50:33,22.17,12.80,189.30,135.70,299.60,249.80,71.40,119.40,212.30,5165.290,2052.890,293.10,155.70,114.90,164.90,157.20,197.30,261.30,197.40,236.40,189.40,227.30,25.60,116.50,131.20,1577.74
0:50:38,0.61,12.80,189.30,135.70,299.60,249.80,71.40,119.40,212.30,5165.290,2052.890,293.10,155.70,114.90,164.90,157.20,197.30,261.30,197.40,236.40,189.40,227.30,25.60,116.50,131.20,1577.74
0:50:43,0.61,23.70,41.30,113.30,68.60,29.30,297.20,34.20,149.20,7028.390,7221.570,116.60,180.10,110.10,289.50,236.00,221.70,224.50,168.90,110.70,196.20,182.10,114.10,9.30,291.80,2102.54
0:50:48,0.61,23.70,41.30,113.30,68.60,29.30,297.20,34.20,149.20,7028.390,7221.570,116.60,180.10,110.10,289.50,236.00,221.70,224.50,168.90,110.70,196.20,182.10,114.10,9.30,291.80,2094.91
0:50:53,21.58,246.30,23.00,73.90,56.10,196.00,221.60,159.70,204.80,6516.640,6537.350,29.50,93.80,106.60,293.40,32.90,1.20,125.10,204.00,272.70,291.60,260.30,113.00,236.40,291.80,2094.91
0:50:58,21.58,246.30,23.00,73.90,56.10,196.00,221.60,159.70,204.80,6516.640,6537.350,29.50,93.80,106.60,293.40,32.90,1.20,125.10,204.00,272.70,291.60,260.30,113.00,236.40,24.70,3198.43
0:51:3,4.98,147.30,117.00,72.20,219.40,282.30,93.80,155.00,183.80,5466.120,1171.940,15.30,295.10,120.60,182.80,83.20,188.00,34.80,134.40,236.60,76.80,30.10,113.00,236.40,24.70,3198.43
0:51:8,4.98,147.30,117.00,72.20,219.40,282.30,93.80,155.00,183.80,5466.120,1171.940,15.30,295.10,120.60,182.80,83.20,188.00,34.80,134.40,236.60,76.80,30.10,39.30,81.10,292.00,4442.99
0:51:13,1.86,202.70,135.50,88.40,273.00,128.50,216.20,286.40,190.60,4974.660,4361.160,87.20,223.00,75.70,178.40,60.40,189.90,168.10,24.30,31.60,150.10,109.40,39.30,81.10,292.00,4442.99
0:51:18,1.86,202.70,135.50,88.40,273.00,128.50,216.20,286.40,190.60,4974.660,4361.160,87.20,223.00,75.70,178.40,60.40,189.90,168.10,24.30,31.60,150.10,109.40,127.20,222.60,206.40,4645.74
0:51:23,23.63,4.70,235.60,214.10,270.90,236.80,185.00,65.60,287.50,2119.380,4223.110,72.80,259.90,28.40,28.00,42.50,215.70,206.10,285.10,54.50,240.60,294.50,127.20,222.60,206.40,4645.74
0:51:28,23.63,4.70,235.60,214.10,270.90,236.80,185.00,65.60,287.50,2119.380,4223.110,72.80,259.90,28.40,28.00,42.50,215.70,206.10,285.10,54.50,240.60,294.50,176.90,43.10,276.60,3110.02
0:51:33,21.31,89.00,158.90,105.30,155.10,197.60,95.00,14.60,66.50,2803.960,5083.340,217.10,148.80,82.90,277.30,206.60,115.20,185.70,255.90,154.90,95.60,186.80,176.90,43.10,276.60,3110.02
0:51:38,21.31,89.00,158.90,105.30,155.10,197.60,95.00,14.60,66.50,2803.960,5083.340,217.10,148.80,82.90,277.30,206.60,115.20,185.70,255.90,154.90,95.60,186.80,173.60,272.30,16.70,913.01
0:51:43,20.47,211.10,70.70,41.30,36.30,127.30,233.30,230.20,299.60,2052.470,587.110,68.00,81.70,50.80,93.90,243.50,28.60,133.60,188.10,250.80,38.60,145.80,173.60,272.30,16.70,913.01
0:51:48,20.47,211.10,70.70,41.30,36.30,127.30,233.30,230.20,299.60,2052.470,587.110,68.00,81.70,50.80,93.90,243.50,28.60,133.60,188.10,250.80,38.60,145.80,37.50,152.40,14.60,462.97
0:51:53,12.69,220.00,188.60,258.20,295.00,109.20,264.70,0.90,129.80,2059.120,165.860,198.90,195.60,294.50,93.90,172.30,22.80,190.70,269.80,264.00,72.70,280.60,37.50,152.40,14.60,462.97
0:51:58,12.69,220.00,188.60,258.20,295.00,109.20,264.70,0.90,129.80,2059.120,165.860,198.90,195.60,294.50,93.90,172.30,22.80,190.70,269.80,264.00,72.70,280.60,232.50,61.90,238.00,5547.97
0:52:3,14.24,186.70,220.90,40.60,39.70,26.50,274.00,168.90,131.10,4949.590,595.710,188.70,149.00,179.80,155.10,155.80,4.40,288.00,213.50,111.10,227.50,117.80,232.50,61.90,238.00,5547.97
0:52:8,14.24,186.70,220.90,40.60,39.70,26.50,274.00,168.90,131.10,4949.590,595.710,188.70,149.00,179.80,155.10,155.80,4.40,288.00,213.50,111.10,227.50,117.80,267.40,204.20,273.80,7109.06
